"name","name_en","amenity","building","healthcare","healthca_1","operator_t","capacity_p","addr_full","addr_city","source","name_fr","osm_id","osm_type","geometry","lon","lat"
"CSPS de Basnéré",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8255957410,"nodes",c(-1.7851093, 11.9113797),-1.7851093,11.9113797
"Dispensaire de Nayiri",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8281337866,"nodes",c(-1.8250904, 12.0396537),-1.8250904,12.0396537
"Dépôt pharmaceutique",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,6680397112,"nodes",c(-1.4598392, 12.068337),-1.4598392,12.068337
"Pharmacie du Goulmou",NA,"pharmacy",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,2400588466,"nodes",c(-1.549132, 12.3392273),-1.549132,12.3392273
"Saint Lazare",NA,"pharmacy",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,1655591855,"nodes",c(-1.4997016, 12.3685791),-1.4997016,12.3685791
"OST",NA,"clinic",NA,"clinic",NA,NA,NA,NA,NA,NA,NA,6153703785,"nodes",c(-1.5110758, 12.3774727),-1.5110758,12.3774727
"002",NA,"pharmacy",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,1118501179,"nodes",c(-1.5112048, 12.3774398),-1.5112048,12.3774398
"CSPS de Bolomakoté",NA,"doctors",NA,"doctor",NA,NA,NA,NA,NA,NA,NA,4236296808,"nodes",c(-4.2903286, 11.1609147),-4.2903286,11.1609147
"Centre de santé des jeunes et adolescents",NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,6387480147,"nodes",c(-4.7601336, 10.6402634),-4.7601336,10.6402634
"CSPS de Kinkirsgogo",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8250215115,"nodes",c(-1.7541888, 11.8363388),-1.7541888,11.8363388
"Pharmacie du Kadiogo",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,3665739199,"nodes",c(-1.5172985, 12.3603046),-1.5172985,12.3603046
"Centre medical ECLA",NA,"clinic",NA,NA,NA,NA,NA,NA,NA,"bing;survey",NA,3407045421,"nodes",c(-1.5784295, 12.388117),-1.5784295,12.388117
"CSPS de Mangodara",NA,"doctors",NA,NA,NA,NA,NA,NA,NA,NA,NA,9726724108,"nodes",c(-4.360427, 9.9041619),-4.360427,9.9041619
"Univers BIO-MEDICAL",NA,"doctors",NA,NA,NA,NA,NA,NA,NA,NA,NA,7647077523,"nodes",c(-1.4985876, 12.3684347),-1.4985876,12.3684347
"CSPS de Nomgomto",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8379019006,"nodes",c(-1.9797733, 12.1421229),-1.9797733,12.1421229
"CSPS de Sapo",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8140289001,"nodes",c(-2.0387363, 11.9371244),-2.0387363,11.9371244
"CSPS de KOUAKOUALE",NA,"clinic",NA,NA,NA,NA,NA,NA,NA,NA,NA,8567372617,"nodes",c(-4.2528938, 11.0607268),-4.2528938,11.0607268
"Pharmacie HAYAT",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,3461423872,"nodes",c(-4.3348672, 11.1783974),-4.3348672,11.1783974
"Pharmacie Bethel",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,"MapBox",NA,2899991882,"nodes",c(-4.3212033, 11.184057),-4.3212033,11.184057
"Centre Hospitalier Régional de Goaua","Regional hospital center of Goaua","hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,9341065389,"nodes",c(-3.17984, 10.3214791),-3.17984,10.3214791
"Reboutair",NA,"doctors",NA,NA,NA,NA,NA,NA,NA,NA,NA,8656000617,"nodes",c(-3.7758337, 10.6326163),-3.7758337,10.6326163
"Dispensaire",NA,"doctors",NA,NA,NA,NA,NA,NA,NA,NA,NA,1003704967,"nodes",c(-2.9969531, 10.9723672),-2.9969531,10.9723672
"Pharmacie Moderne",NA,"pharmacy",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,4236296793,"nodes",c(-4.2981744, 11.1772549),-4.2981744,11.1772549
"Dépôt privé",NA,"doctors",NA,NA,NA,NA,NA,NA,NA,NA,NA,10233650545,"nodes",c(-4.1149001, 11.0872931),-4.1149001,11.0872931
"CSPS de Gogo",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8746516228,"nodes",c(-2.1968566, 12.1289866),-2.1968566,12.1289866
"CSPS de Sam",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8340224323,"nodes",c(-2.0008448, 12.0774213),-2.0008448,12.0774213
"CSPS de Yil-Yaala (Roundé)",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8146833954,"nodes",c(-2.0207816, 12.0064733),-2.0207816,12.0064733
"Service de Chirurgie",NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,6355043661,"nodes",c(-4.7451011, 10.6412379),-4.7451011,10.6412379
"CSPS",NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,6898778999,"nodes",c(-4.7642133, 10.6689467),-4.7642133,10.6689467
"CSPS de Savili",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8342864284,"nodes",c(-2.035692, 12.0957085),-2.035692,12.0957085
NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,5331040181,"nodes",c(-5.1625979, 10.6595879),-5.1625979,10.6595879
"CSPS de Colma",NA,"doctors",NA,NA,NA,NA,NA,NA,NA,NA,NA,4236296812,"nodes",c(-4.2968418, 11.2149662),-4.2968418,11.2149662
"CMA de Sabou",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8867614663,"nodes",c(-2.2576274, 12.0510526),-2.2576274,12.0510526
"CSPS de Dimolo",NA,"doctors",NA,NA,NA,"public",NA,NA,NA,"bingknowledge",NA,3491247658,"nodes",c(-3.4020663, 10.5403738),-3.4020663,10.5403738
"CSPS",NA,"doctors",NA,NA,NA,NA,NA,NA,NA,NA,NA,5664182676,"nodes",c(-4.8310259, 10.356476),-4.8310259,10.356476
NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,5416626631,"nodes",c(-3.0967176, 11.6846433),-3.0967176,11.6846433
"Centre Médical",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8780827466,"nodes",c(-2.761825, 11.6031951),-2.761825,11.6031951
"Pharmacie des Arènes",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,5416625531,"nodes",c(-3.523925, 11.4857152),-3.523925,11.4857152
"CLINIQUE EUREKA","EUREKA CLINIC","clinic",NA,NA,NA,NA,NA,NA,NA,NA,NA,6076755488,"nodes",c(-4.3534721, 11.1771057),-4.3534721,11.1771057
"Pharmacie Amine Garde","24 hr Pharmacy","pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,6661360986,"nodes",c(-4.3230692, 11.198702),-4.3230692,11.198702
"Pharmacie Vitalis",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,5293730814,"nodes",c(-4.3143332, 11.1912681),-4.3143332,11.1912681
"Dispensaire",NA,"doctors",NA,NA,NA,NA,NA,NA,NA,NA,NA,984076443,"nodes",c(-4.2181974, 11.2877416),-4.2181974,11.2877416
"CSPS de Bama",NA,"doctors",NA,NA,NA,NA,NA,NA,NA,NA,NA,4956577297,"nodes",c(-4.4137048, 11.3811847),-4.4137048,11.3811847
"CSPS de Belle Ville",NA,"doctors",NA,NA,NA,NA,NA,NA,NA,NA,NA,4236296810,"nodes",c(-4.3655568, 11.1733969),-4.3655568,11.1733969
"CSPS de Kombori",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,6431481878,"nodes",c(-3.9411682, 13.4318761),-3.9411682,13.4318761
"pharmacie Camille",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,5211861855,"nodes",c(-1.4786192, 12.3757004),-1.4786192,12.3757004
"Pharmacie Camille",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,327133569,"nodes",c(-1.4779569, 12.3758268),-1.4779569,12.3758268
NA,"KARO","clinic",NA,NA,NA,NA,NA,NA,NA,NA,NA,8196671720,"nodes",c(-3.3040442, 12.365171),-3.3040442,12.365171
"CSPS de Karo",NA,"doctors",NA,NA,NA,NA,NA,NA,NA,NA,NA,6033631579,"nodes",c(-3.3039531, 12.3654536),-3.3039531,12.3654536
"Pharmacie de Soum",NA,"pharmacy",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,5656850794,"nodes",c(-1.6291872, 14.100198),-1.6291872,14.100198
"CSPS",NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,5676577597,"nodes",c(-1.5087879, 12.4127607),-1.5087879,12.4127607
"CMA EVANGELIQUE SOURCE DE VIE",NA,"clinic",NA,NA,NA,NA,NA,NA,NA,NA,"CMA EVANGELIQUE SOURCE DE VIE",4185321413,"nodes",c(-1.561108, 12.3325535),-1.561108,12.3325535
"KATRA",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,"survey",NA,3350016890,"nodes",c(-1.5030581, 12.3469782),-1.5030581,12.3469782
"Pharmacie wend la lafi",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,338934935,"nodes",c(-1.5729105, 12.3422993),-1.5729105,12.3422993
"Pharmacie de l'Unité",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,340024874,"nodes",c(-1.5561694, 12.3521275),-1.5561694,12.3521275
"csps du secteur 09",NA,"doctors",NA,NA,NA,NA,NA,NA,NA,NA,NA,2739057476,"nodes",c(-2.3927185, 12.2511589),-2.3927185,12.2511589
"Pharmacie de la liberté",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,344219778,"nodes",c(-1.531408, 12.3776946),-1.531408,12.3776946
"Pharmacie Georgette",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,8881155117,"nodes",c(-1.6323174, 12.4102792),-1.6323174,12.4102792
"Naab Raga",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,"survey",NA,4150064192,"nodes",c(-1.531649, 12.3524179),-1.531649,12.3524179
"CSPS de Tampouy",NA,"clinic",NA,NA,NA,NA,NA,NA,NA,"survey",NA,3398297160,"nodes",c(-1.5702476, 12.3994466),-1.5702476,12.3994466
"Centre Médical Don Orione",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8872728117,"nodes",c(-1.5497783, 12.42239),-1.5497783,12.42239
"Merdipharm",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,7653315587,"nodes",c(-1.5017305, 12.4169968),-1.5017305,12.4169968
"Pharmacie WATI",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,"survey",NA,3350342300,"nodes",c(-1.5405179, 12.3443667),-1.5405179,12.3443667
NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,4708552351,"nodes",c(-2.3574892, 12.2551077),-2.3574892,12.2551077
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,9670743909,"nodes",c(-2.1090424, 12.2400521),-2.1090424,12.2400521
"Kuilig Nooré",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,"openstreetmap",NA,2132994392,"nodes",c(-2.374349, 12.2510082),-2.374349,12.2510082
"Pharmacie circulaire sede",NA,"pharmacy",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,338318536,"nodes",c(-1.5166729, 12.3325736),-1.5166729,12.3325736
"Dispensaire Laafi",NA,"doctors",NA,"doctor",NA,NA,NA,NA,NA,NA,NA,430862668,"nodes",c(-1.5479751, 12.3263621),-1.5479751,12.3263621
"Adodoa",NA,"pharmacy",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,9279195024,"nodes",c(-1.5620612, 12.3337005),-1.5620612,12.3337005
"Centre Medical avec Antenne chirurgicale",NA,"hospital",NA,"hospital",NA,NA,NA,NA,NA,NA,"CMA de Kongoussi",8881155617,"nodes",c(-1.5294184, 13.3301439),-1.5294184,13.3301439
NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,5416625542,"nodes",c(-1.6153263, 12.3297808),-1.6153263,12.3297808
"CSPS de Poun",NA,"doctors",NA,NA,NA,NA,NA,NA,NA,NA,NA,5190542526,"nodes",c(-2.5313267, 12.2534803),-2.5313267,12.2534803
"Dispensaire privé",NA,"doctors",NA,NA,NA,NA,NA,NA,NA,NA,NA,4367015388,"nodes",c(-2.5194472, 12.2954284),-2.5194472,12.2954284
NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,4489338849,"nodes",c(-4.7493911, 10.647913),-4.7493911,10.647913
"Pharmacie Sibiri",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,4236296798,"nodes",c(-4.2509468, 11.1691325),-4.2509468,11.1691325
"Clinique Saint Leopold",NA,"clinic",NA,NA,NA,NA,NA,NA,NA,NA,NA,4714766382,"nodes",c(-4.2787004, 11.1611122),-4.2787004,11.1611122
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,9767333617,"nodes",c(-2.1353656, 12.2962257),-2.1353656,12.2962257
"Clinique Esperanza cardiologie",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8332818317,"nodes",c(-1.5094608, 12.3221225),-1.5094608,12.3221225
"Pharmacie LAFIA",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,"survey",NA,3467678305,"nodes",c(-4.3098723, 11.2148538),-4.3098723,11.2148538
"centre buco dentaire",NA,"dentist",NA,NA,NA,NA,NA,NA,NA,NA,NA,2739057475,"nodes",c(-2.3920044, 12.2509585),-2.3920044,12.2509585
"Pharmacie Habib",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,"survey",NA,2433685394,"nodes",c(-2.3503835, 12.2528851),-2.3503835,12.2528851
"CSPS de Selbonga",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8446836809,"nodes",c(-2.0208272, 13.752739),-2.0208272,13.752739
"CSPS",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,9678410251,"nodes",c(-2.1446688, 12.2570856),-2.1446688,12.2570856
"CSPS",NA,"doctors",NA,NA,NA,NA,NA,NA,NA,NA,NA,4888176170,"nodes",c(-2.3210442, 12.2144138),-2.3210442,12.2144138
"CSPS de Poa",NA,"doctors",NA,NA,NA,NA,NA,NA,NA,NA,NA,5228814495,"nodes",c(-2.679854, 12.3618328),-2.679854,12.3618328
"CSPS de Nyfou",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,7914029219,"nodes",c(-2.7734953, 12.4915466),-2.7734953,12.4915466
"CSPS de SONDOGO",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,7894988685,"nodes",c(-1.597535, 12.3194894),-1.597535,12.3194894
NA,NA,"doctors",NA,NA,NA,NA,NA,NA,NA,"bing;survey",NA,3465987111,"nodes",c(-1.5890723, 12.3547175),-1.5890723,12.3547175
"CSPS de Kalo",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8483813254,"nodes",c(-2.6758441, 13.7287246),-2.6758441,13.7287246
"Maternité",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,7795071985,"nodes",c(-1.506702, 12.3826538),-1.506702,12.3826538
"CSPS de Namanéguéma",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8878444531,"nodes",c(-2.241848, 12.1235964),-2.241848,12.1235964
"Oue",NA,"clinic",NA,"clinic",NA,"public",NA,NA,NA,"Bing;Tdh;survey",NA,3811006877,"nodes",c(-3.3939912, 13.2405546),-3.3939912,13.2405546
NA,NA,"pharmacy",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,6641379985,"nodes",c(-1.5977229, 12.3901972),-1.5977229,12.3901972
"Pharamacie Ar-Rahama",NA,"pharmacy",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,3407139106,"nodes",c(-1.5741417, 12.3895185),-1.5741417,12.3895185
"CSPS de Boassa",NA,"doctors",NA,NA,NA,NA,NA,NA,NA,NA,NA,5107833282,"nodes",c(-1.6205049, 12.2962978),-1.6205049,12.2962978
"Centre Hospitalier Universitaire de Ouahigouya",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8567047798,"nodes",c(-2.393999, 13.5429674),-2.393999,13.5429674
"Dépôt CAMEG",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,8567507215,"nodes",c(-2.4329674, 13.57172),-2.4329674,13.57172
"Pharmacie Zoodo",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,9955181467,"nodes",c(-2.4244296, 13.5694002),-2.4244296,13.5694002
"CSPS",NA,"doctors",NA,NA,NA,NA,NA,NA,NA,NA,NA,4339722613,"nodes",c(-2.2928015, 13.344389),-2.2928015,13.344389
"CSPS",NA,"doctors",NA,NA,NA,NA,NA,NA,NA,NA,NA,4340458140,"nodes",c(-2.2450567, 13.2977623),-2.2450567,13.2977623
"CSPS de Roba",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8522163132,"nodes",c(-2.4919197, 13.6625662),-2.4919197,13.6625662
"CSPS Urbain",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8567523842,"nodes",c(-2.441057, 13.5471005),-2.441057,13.5471005
"CSPS de Sissamba",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8563446143,"nodes",c(-2.4647127, 13.500634),-2.4647127,13.500634
"CSPS de Soubo",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8563213472,"nodes",c(-2.4891463, 13.5044262),-2.4891463,13.5044262
"CSPS du Secteur 1",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8731009060,"nodes",c(-2.1022283, 12.1919716),-2.1022283,12.1919716
"Dépôt pharmaceutique",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,5181955966,"nodes",c(-2.5468165, 12.1691224),-2.5468165,12.1691224
"CSPS de Nango-Foulcé",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8571539729,"nodes",c(-2.5977999, 13.450899),-2.5977999,13.450899
"CSPS de Douma",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8486701903,"nodes",c(-2.7570292, 13.6069565),-2.7570292,13.6069565
"CSPS de Bonsomnoré",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8493232441,"nodes",c(-2.5354144, 13.5898441),-2.5354144,13.5898441
"Centre Médical de Poa",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,9597326864,"nodes",c(-2.1085221, 12.2070749),-2.1085221,12.2070749
"CSPS de Zouma",NA,"doctors",NA,NA,NA,NA,NA,NA,NA,NA,NA,6041977864,"nodes",c(-2.9264751, 12.6690552),-2.9264751,12.6690552
"CSPS Bendogo",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8569217207,"nodes",c(-2.3621008, 13.633053),-2.3621008,13.633053
"Sarma",NA,"clinic",NA,NA,NA,"public",NA,NA,NA,"Bing;Tdh;survey",NA,3805863524,"nodes",c(-1.6867467, 12.999447),-1.6867467,12.999447
"Séguédin",NA,"clinic",NA,NA,NA,"public",NA,NA,NA,"Bing;Tdh;survey",NA,3805936364,"nodes",c(-1.8021092, 12.9739739),-1.8021092,12.9739739
"Kapon",NA,"clinic",NA,NA,NA,"public",NA,NA,NA,"Bing;Tdh;survey",NA,3814817186,"nodes",c(-1.9946893, 12.9650339),-1.9946893,12.9650339
"Boulma",NA,"clinic",NA,NA,NA,"public",NA,NA,NA,"Bing;Tdh;survey",NA,3814827612,"nodes",c(-2.1336105, 12.9529455),-2.1336105,12.9529455
"Song Naba",NA,"clinic",NA,NA,NA,"public",NA,NA,NA,"Bing;Tdh;survey",NA,3809362935,"nodes",c(-2.3414693, 12.9521926),-2.3414693,12.9521926
"Centre medical urbain du secteur 16",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,3398460915,"nodes",c(-1.5733674, 12.385767),-1.5733674,12.385767
"Pharmacie de Signonghin",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,345553670,"nodes",c(-1.5624233, 12.3867265),-1.5624233,12.3867265
"Pharmacie du Sahel",NA,"pharmacy",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,2406030347,"nodes",c(-1.5149834, 12.3662116),-1.5149834,12.3662116
"Pharmacie Saint Julien",NA,"pharmacy",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,338661308,"nodes",c(-1.5262218, 12.3344771),-1.5262218,12.3344771
"Pharmacie De La Cathédrale",NA,"pharmacy",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,3757000871,"nodes",c(-1.5281878, 12.3632079),-1.5281878,12.3632079
"Dispensaire de Samandin",NA,"doctors",NA,"doctor",NA,NA,NA,NA,NA,NA,NA,338666696,"nodes",c(-1.5269581, 12.3503064),-1.5269581,12.3503064
NA,NA,"pharmacy",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,6076170333,"nodes",c(-1.2972834, 12.5892423),-1.2972834,12.5892423
NA,NA,"doctors",NA,NA,NA,NA,NA,NA,NA,"knowledge",NA,3244867913,"nodes",c(-0.7434172, 13.8713487),-0.7434172,13.8713487
"CSPS du juvenat filles de st camille",NA,"clinic",NA,NA,NA,NA,NA,NA,NA,NA,NA,3641162457,"nodes",c(-1.4751353, 12.3782436),-1.4751353,12.3782436
"CSPS de Gossina",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,7932759797,"nodes",c(-2.8683396, 12.5224404),-2.8683396,12.5224404
"CSPS de Fakouna",NA,"doctors",NA,NA,NA,NA,NA,NA,NA,NA,NA,6033645761,"nodes",c(-3.4281179, 12.3471629),-3.4281179,12.3471629
"CSPS privé",NA,"doctors",NA,NA,NA,NA,NA,NA,NA,NA,NA,6033617346,"nodes",c(-3.4689277, 12.4951054),-3.4689277,12.4951054
"CMU",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,9332927088,"nodes",c(-3.4635261, 12.4730745),-3.4635261,12.4730745
"Pharmacie Bankuy",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,8529600017,"nodes",c(-3.4609729, 12.4644944),-3.4609729,12.4644944
"Loba",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,6689616085,"nodes",c(-3.4607533, 12.4626429),-3.4607533,12.4626429
NA,NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,344614499,"nodes",c(-1.506993, 12.3979957),-1.506993,12.3979957
"Pharmacie  DJIMBIA",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,6025093023,"nodes",c(-1.5142148, 12.401461),-1.5142148,12.401461
"pharmacie du musée",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,"surrvey",NA,4123261876,"nodes",c(-1.4691108, 12.3795464),-1.4691108,12.3795464
"Pharmacie El-Wanogo",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,5900490885,"nodes",c(-1.4637411, 12.3984754),-1.4637411,12.3984754
"CSPS d'Aoréma",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8569216848,"nodes",c(-2.34424, 13.6752038),-2.34424,13.6752038
"CSPS de Koanga",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,6450529943,"nodes",c(-1.9977146, 12.2804187),-1.9977146,12.2804187
"CM de Kokologho",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8394847727,"nodes",c(-1.8742338, 12.1903409),-1.8742338,12.1903409
"Pharmacie du Carrefour",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,3280484085,"nodes",c(-1.5309441, 12.3677055),-1.5309441,12.3677055
"Pharmacie AMORO",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,4737572417,"nodes",c(-1.5398783, 12.3610665),-1.5398783,12.3610665
"CSPS de Ba",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,7402085605,"nodes",c(-4.0206555, 13.3594803),-4.0206555,13.3594803
"Da",NA,"clinic",NA,NA,NA,"public",NA,NA,NA,"Bing;Tdh;survey",NA,3810908611,"nodes",c(-2.912754, 12.9901227),-2.912754,12.9901227
"Csps de zitenga",NA,"doctors",NA,NA,NA,NA,NA,NA,NA,NA,NA,5927680887,"nodes",c(-1.3098818, 12.7452166),-1.3098818,12.7452166
"CSPS de Manegbsongo",NA,"doctors",NA,NA,NA,NA,NA,NA,NA,NA,NA,5808203765,"nodes",c(-1.3228494, 12.5010262),-1.3228494,12.5010262
"Pharmacie Kouma",NA,"pharmacy",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,338652297,"nodes",c(-1.5289169, 12.3130946),-1.5289169,12.3130946
"Pharmacie du Faso",NA,"pharmacy",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,338320947,"nodes",c(-1.5217902, 12.3178393),-1.5217902,12.3178393
"CSPS",NA,"doctors",NA,"doctor",NA,NA,NA,NA,NA,NA,NA,5081314179,"nodes",c(-1.6001697, 12.2651925),-1.6001697,12.2651925
NA,NA,"pharmacy",NA,"pharmacy",NA,NA,NA,NA,NA,"survey,bing",NA,4382756542,"nodes",c(-1.5001141, 12.3783794),-1.5001141,12.3783794
"CSPS Privé SOLIDARITE",NA,"doctors",NA,NA,NA,NA,NA,NA,NA,NA,NA,8243164918,"nodes",c(-1.6250965, 12.4478759),-1.6250965,12.4478759
"CSPS de Kari",NA,"doctors",NA,NA,NA,NA,NA,NA,NA,NA,NA,6034076857,"nodes",c(-3.5597125, 12.2969897),-3.5597125,12.2969897
"Pharmacie Wend Lamita",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,344101347,"nodes",c(-1.5503923, 12.3810463),-1.5503923,12.3810463
"El Shada",NA,"clinic",NA,NA,NA,NA,NA,NA,NA,NA,"El Schaddaï",8481211918,"nodes",c(-1.5899674, 12.3943196),-1.5899674,12.3943196
"Cabinet de soins privé ste Fatima",NA,"clinic",NA,NA,NA,NA,NA,NA,NA,"survey",NA,3408751031,"nodes",c(-1.5618647, 12.4017096),-1.5618647,12.4017096
"Pharmacie le Rocher",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,9569513397,"nodes",c(-1.5151577, 12.3162047),-1.5151577,12.3162047
"CSPS de Mogden",NA,"doctors",NA,NA,NA,NA,NA,NA,NA,NA,NA,5954584299,"nodes",c(-1.3900012, 12.3302504),-1.3900012,12.3302504
"Pharmacie Dunia",NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,322806508,"nodes",c(-1.4951501, 12.3593046),-1.4951501,12.3593046
"CSPS",NA,"doctors",NA,NA,NA,NA,NA,NA,NA,NA,NA,5820084296,"nodes",c(-1.0799459, 13.2700671),-1.0799459,13.2700671
"csps de tangasgo",NA,"doctors",NA,NA,NA,NA,NA,NA,NA,NA,NA,6636934985,"nodes",c(-1.0711346, 13.1508132),-1.0711346,13.1508132
"CMA Kossodo",NA,"hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,8378542117,"nodes",c(-1.467297, 12.4181127),-1.467297,12.4181127
NA,NA,"pharmacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,3667350082,"nodes",c(-1.5320989, 12.3777284),-1.5320989,12.3777284
